seq,rtt_h2m_ns
1808,12081625
1809,12178762
1810,12149861
1811,11398252
1812,12248261
1813,12340215
1814,12350253
1815,11800170
1816,12062118
1817,11614865
1818,11321161
1819,11552449
1820,11435135
1821,11154942
1822,11265950
1823,11200744
1824,11319198
1825,11357765
1826,12372815
1827,12046534
1828,10962089
1829,12370714
1830,11575421
1831,12091387
1832,11383653
1833,12027909
1834,11379463
1835,12136582
1836,12379907
1837,12164969
1838,12083759
1839,12169156
1840,12235393
1841,12290147
1842,12188087
1843,12232773
1844,11300964
1845,12219809
1846,12118660
1847,11829492
1848,11793479
1849,11418163
1850,11985863
1851,11220094
1852,11265223
1853,10770425
1854,12247622
1855,11335143
1856,11412379
1857,11181697
1858,10959069
1859,12185955
1860,12056130
1861,11423300
1862,11574637
1863,11291419
1864,12136827
1865,12104545
1866,12130021
1867,12179959
1868,12137984
1869,12181101
1870,12202340
1871,11417984
1872,11467594
1873,11142964
1874,11482920
1875,12218075
1876,12272813
1877,11487797
1878,11023664
1879,11438234
1880,12160530
1881,11127076
1882,12253643
1883,11155693
1884,11392969
1885,12202221
1886,11188692
1887,12220919
1888,11305867
1889,12360920
1890,11514452
1891,12062007
1892,11321542
1893,11254378
1894,12102179
1895,12222138
1896,11379992
1897,11261472
1898,12121139
1899,12223862
1900,12123638
1901,12215461
1902,11378232
1903,11934222
1904,12297971
1905,12262035
1906,11551915
1907,11604531
1908,12151499
1909,11374929
1910,12261971
1911,12172089
1912,12198713
1913,12156062
1914,12224548
1915,11354483
1916,12244046
1917,12136788
1918,11081047
1919,11464162
1920,11323314
1921,12282390
1922,11540387
1923,11167281
1924,11578449
1925,11910065
1926,11246132
1927,11531257
1928,11166723
1929,11335758
1930,12141871
1931,12285929
1932,12092459
1933,11898805
1934,11370253
1935,11399401
1936,12221410
1937,11424930
1938,11386337
1939,12151779
1940,12166067
1941,11715753
1942,11631134
1943,11127171
1944,11307451
1945,11495920
1946,12162629
1947,11268051
1948,11093133
1949,11329250
1950,12383837
1951,11384856
1952,11424170
1953,11142136
1954,11352485
1955,11445222
1956,11465728
1957,12241336
1958,11939956
1959,12192689
1960,11330323
1961,12224673
1962,12189594
1963,11225762
1964,12218492
1965,11428524
1966,12082823
1967,11414423
1968,11266519
1969,12124579
1970,11381963
1971,12223805
1972,12161363
1973,11082625
1974,12222287
1975,11545547
1976,12239721
1977,11258034
1978,11292095
1979,12104340
1980,12215000
1981,12153193
1982,11574068
1983,11226326
1984,11317463
1985,11287634
1986,12243469
1987,12475231
1988,11601549
1989,12325162
1990,11670227
1991,11608653
1992,12490302
1993,11741563
1994,11434629
1995,11489792
1996,12390487
1997,11312115
1998,11244703
1999,13529457
2000,13631781
2001,13544642
2002,12133188
2003,13374789
2004,13415043
2005,13433226
2006,13022025
2007,13327924
2008,13076490
2009,13554656
2010,13199710
2011,13479000
2012,12848695
2013,13368379
2014,13463151
2015,13300617
2016,13315713
2017,13627827
2018,13220022
2019,13085395
2020,13488814
2021,13819791
2022,13014100
2023,13109348
2024,13353065
2025,11424677
2026,12040001
2027,11286106
2028,11901178
2029,12086788
2030,11470096
2031,11259777
2032,11651492
2033,11361788
2034,11231355
2035,11555740
2036,11322188
2037,12172952
2038,11063643
2039,11384230
2040,12077098
2041,11353058
2042,12164165
2043,11960616
2044,11561182
2045,11228610
2046,11175833
2047,12139907
2048,11771619
2049,12205645
2050,11298879
2051,11282878
2052,12313340
2053,11013328
2054,12260089
2055,12115844
2056,11403368
2057,11499513
2058,11119466
2059,11592370
2060,12184999
2061,11426529
2062,11294225
2063,11950142
2064,12273632
2065,11515837
2066,12196648
2067,11670901
2068,12045391
2069,11486447
2070,12102023
2071,11382205
2072,11713013
2073,11280109
2074,11812910
2075,12327063
2076,11501126
2077,12014202
2078,11154082
2079,11317701
2080,11944005
2081,12328394
2082,12301064
2083,11791582
2084,11978976
2085,12172927
2086,12242463
2087,12019379
2088,11172698
2089,12132727
2090,12222907
2091,12071928
2092,12150627
2093,11761222
2094,11375567
2095,12129192
2096,12492009
2097,12219685
2098,11878456
2099,12241886
2100,12247313
2101,12224743
2102,11470017
2103,11138401
2104,12366124
2105,11273669
2106,12163410
2107,12207991
2108,11921762
2109,12244156
2110,11320175
2111,12130131
2112,12284646
2113,11189065
2114,12227559
2115,12259792
2116,11372200
2117,11615433
2118,11343020
2119,12324980
2120,12308485
2121,11547523
2122,11462692
2123,12138403
2124,12238548
2125,12219087
2126,12198827
2127,11790039
2128,11574782
2129,12322965
2130,12238165
2131,12274783
2132,11589020
2133,11955991
