seq,rtt_m2h_ns
1513,14638000
1514,14630000
1515,14634000
1516,14643000
1517,14643000
1518,14631000
1519,14627000
1520,14627000
1521,14638000
1522,14639000
1523,14642000
1524,14639000
1525,14659000
1526,13977000
1527,14639000
1528,14639000
1529,14638000
1530,14631000
1531,14643000
1532,14627000
1533,14631000
1534,14655000
1535,15623000
1536,15675000
1537,14651000
1538,14634000
1539,14647000
1540,15642000
1541,14646000
1542,15631000
1543,14646000
1544,14651000
1545,15635000
1546,14638000
1547,14631000
1548,14626000
1549,14634000
1550,14635000
1551,14634000
1552,14634000
1553,14631000
1554,14627000
1555,14634000
1556,14635000
1557,14638000
1558,14615000
1559,14638000
1560,14626000
1561,14642000
1562,14627000
1563,14643000
1564,14635000
1565,14642000
1566,14655000
1567,14638000
1568,14635000
1569,14639000
1570,15634000
1571,14654000
1572,14651000
1573,14642000
1574,14639000
1575,14647000
1576,14635000
1577,14626000
1578,14639000
1579,14635000
1580,14627000
1581,14651000
1582,14638000
1583,14630000
1584,14643000
1585,14627000
1586,14630000
1587,14647000
1588,14639000
1589,14646000
1590,14626000
1591,14634000
1592,14623000
1593,14639000
1594,14630000
1595,14635000
1596,14631000
1597,14635000
1598,14634000
1599,14631000
1600,14626000
1601,14639000
1602,14626000
1603,14642000
1604,14634000
1605,15634000
1606,14631000
1607,14643000
1608,14631000
1609,14639000
1610,14630000
1611,14635000
1612,14631000
1613,14647000
1614,14639000
1615,14635000
1616,14635000
1617,14635000
1618,14634000
1619,14647000
1620,14638000
1621,14654000
1622,14640000
1623,14635000
1624,14622000
1625,14643000
1626,14619000
1627,14631000
1628,14640000
1629,14635000
1630,14627000
1631,14639000
1632,14631000
1633,14630000
1634,14634000
1635,14642000
1636,14631000
1637,14630000
1638,14631000
1639,14619000
1640,14627000
1641,14646000
1642,14626000
1643,14635000
1644,14623000
1645,14638000
1646,14630000
1647,14623000
1648,14701000
1649,14642000
1650,14631000
1651,14642000
1652,14623000
1653,14639000
1654,14634000
1655,14634000
1656,14639000
1657,14638000
1658,14630000
1659,14634000
1660,14634000
1661,14631000
1662,14638000
1663,14651000
1664,14630000
1665,14646000
1666,14647000
1667,14650000
1668,14634000
1669,14639000
1670,14615000
1671,14697000
1672,14647000
1673,14639000
1674,14627000
1675,14643000
1676,14630000
1677,14635000
1678,14643000
1679,14630000
1680,14627000
1681,14647000
1682,14631000
1683,14634000
1684,14631000
1685,14646000
1686,14626000
1687,14635000
1688,14638000
1689,14659000
1690,14643000
1691,14634000
1692,14631000
1693,14635000
1694,14639000
1695,14639000
1696,14627000
1697,14631000
1698,14630000
1699,14630000
1700,14627000
1701,14639000
1702,14631000
1703,14639000
1704,14627000
1705,14635000
1706,14627000
1707,14635000
1708,14631000
1709,14643000
1710,14651000
1711,14631000
1712,14627000
1713,14644000
1714,14639000
1715,14639000
1716,14639000
1717,14634000
1718,14631000
1719,14639000
1720,14631000
1721,14638000
1722,14639000
1723,14635000
1724,14635000
1725,14647000
1726,14630000
1727,14631000
1728,14647000
1729,14646000
1730,14631000
1731,14655000
1732,14627000
1733,14631000
1734,14635000
1735,14639000
1736,14634000
1737,14626000
1738,14630000
1739,14630000
1740,14631000
1741,14634000
1742,14634000
1743,14626000
1744,14626000
1745,14639000
1746,14639000
1747,14627000
1748,14630000
1749,14619000
1750,14623000
1751,14639000
1752,14623000
1753,14631000
1754,14622000
1755,14635000
1756,14638000
1757,14643000
1758,14626000
1759,14635000
1760,14631000
1761,13642000
1762,14627000
1763,13647000
1764,14713000
1765,14650000
1766,14647000
1767,14639000
1768,14630000
1769,14635000
1770,14630000
1771,13643000
1772,14639000
1773,14638000
1774,14635000
1775,14647000
1776,14638000
1777,14630000
1778,14636000
1779,14643000
1780,14635000
1781,14667000
1782,14638000
1783,14643000
1784,14643000
1785,14642000
1786,14634000
1787,14638000
