seq,latency_m2m_ns,callback_jitter,publish_jitter
983,13580000,99905000,11136000
984,13592000,100012000,11408000
985,13591000,99998000,11139000
986,13584000,99994000,11140000
987,13665000,100081000,11493000
988,13589000,99923000,11157000
989,13580000,99992000,11093000
990,13568000,99988000,11156000
991,13665000,100096000,11237000
992,13581000,99916000,11106000
993,12585000,99005000,10767000
994,11931000,99346000,10834000
995,13595000,101663000,10848000
996,13588000,99994000,10913000
997,13572000,99984000,10927000
998,13583000,100010000,10864000
999,13585000,100002000,10933000
1000,13576000,99992000,11082000
1001,13657000,100081000,11094000
1002,13584000,99927000,11088000
1003,13588000,100004000,11093000
1004,13580000,99992000,11098000
1005,13581000,100001000,11186000
1006,13581000,100000000,11171000
1007,13584000,100003000,11123000
1008,13580000,99996000,10981000
1009,13589000,100009000,11067000
1010,13588000,99999000,11134000
1011,13672000,100084000,11414000
1012,13561000,99888000,11207000
1013,13585000,100025000,11290000
1014,13587000,100002000,11291000
1015,13593000,100005000,11296000
1016,13581000,99989000,11229000
1017,13592000,100011000,11238000
1018,13577000,99984000,11174000
1019,13588000,100012000,11457000
1020,13588000,100000000,11533000
1021,13665000,100077000,11558000
1022,13592000,99927000,11269000
1023,12588000,98996000,10800000
1024,13577000,100988000,10934000
1025,13585000,100008000,10934000
1026,13593000,100008000,10880000
1027,13591000,99999000,11292000
1028,13588000,99997000,11228000
1029,13589000,100001000,11173000
1030,13579000,99990000,11378000
1031,13661000,100081000,11244000
1032,13592000,99932000,11388000
1033,13580000,99988000,11332000
1034,13581000,100001000,11252000
1035,13580000,99999000,11200000
1036,13585000,100005000,11134000
1037,13577000,99991000,11203000
1038,13581000,100005000,11209000
1039,13589000,100007000,11090000
1040,13588000,100000000,11371000
1041,13669000,100080000,11229000
1042,13576000,99908000,11166000
1043,13587000,100011000,11178000
1044,13588000,100001000,11380000
1045,13568000,99980000,11185000
1046,13595000,100027000,11186000
1047,13569000,99973000,11404000
1048,13565000,99997000,11189000
1049,12584000,99019000,10797000
1050,13577000,100992000,11343000
1051,13673000,100096000,11426000
1052,13580000,99908000,11215000
1053,12589000,99009000,10746000
1054,13589000,101000000,11159000
1055,13585000,99996000,11167000
1056,13588000,100003000,11180000
1057,13580000,99992000,11246000
1058,13588000,100008000,11321000
1059,13587000,99998000,11191000
1060,13573000,99986000,11189000
