seq,rtt_h2m_ns
1446,10486602
1447,11320377
1448,11336711
1449,11489299
1450,11285683
1451,10701979
1452,9966303
1453,11254893
1454,11175090
1455,10980503
1456,11327592
1457,11660142
1458,10354948
1459,11371496
1460,11415175
1461,10408005
1462,11180795
1463,11235208
1464,11233241
1465,10435690
1466,11659331
1467,11128760
1468,10337818
1469,11269509
1470,11481247
1471,11204141
1472,11207447
1473,11085955
1474,10460344
1475,9921298
1476,10896275
1477,9142495
1478,10370541
1479,10183840
1480,10220005
1481,11352914
1482,9898870
1483,10438353
1484,10070670
1485,11182480
1486,9040485
1487,10340730
1488,11442953
1489,8994721
1490,9539853
1491,11222013
1492,9230518
1493,9686297
1494,11086001
1495,10028648
1496,10696766
1497,10157288
1498,10126339
1499,10457608
1500,10377532
1501,10109304
1502,10097292
1503,10066482
1504,9096368
1505,10226126
1506,10334286
1507,11315578
1508,9899048
1509,11096088
1510,11246192
1511,10627171
1512,10248497
1513,11140829
1514,10503714
1515,11382887
1516,10775857
1517,11102245
1518,11191137
1519,11275552
1520,10609513
1521,11489473
1522,9953296
1523,10239340
1524,11352352
1525,11120399
1526,11094360
1527,11085024
1528,11400151
1529,10322359
1530,10227794
1531,9952735
1532,10539282
1533,11333532
1534,9402931
1535,10150034
1536,11214565
1537,11446494
1538,10639008
1539,11619792
1540,9590206
1541,10106905
1542,11086011
1543,11167556
1544,10419566
1545,10321576
1546,10272701
1547,11064341
1548,11372659
1549,10968494
1550,11564181
1551,10800633
1552,11608751
1553,11481124
1554,10617009
1555,11361925
1556,11194888
1557,11505452
1558,11344509
1559,10270695
1560,11082959
1561,11219222
1562,10404198
1563,11274145
1564,11455815
1565,10148206
1566,11190733
1567,11234922
1568,11175756
1569,10495270
1570,11136981
1571,11198383
1572,9490826
1573,10482660
1574,11413679
1575,10447975
1576,10036888
1577,11318216
1578,11138296
1579,10631283
1580,11439127
1581,10571219
1582,11259637
1583,10535564
1584,10699210
1585,11477029
1586,9536086
1587,11259122
1588,11207024
1589,11200040
